,ticker,adjclose
1997-05-15,AMZN,0.09791699796915054
1997-05-16,AMZN,0.0864579975605011
1997-05-19,AMZN,0.0854170024394989
1997-05-20,AMZN,0.08177100121974945
1997-05-21,AMZN,0.07135400176048279
1997-05-22,AMZN,0.0697920024394989
1997-05-23,AMZN,0.07500000298023224
1997-05-27,AMZN,0.07916700094938278
1997-05-28,AMZN,0.07656300067901611
1997-05-29,AMZN,0.07525999844074249
1997-05-30,AMZN,0.07500000298023224
1997-06-02,AMZN,0.07552099972963333
1997-06-03,AMZN,0.07395800203084946
1997-06-04,AMZN,0.0708329975605011
1997-06-05,AMZN,0.07708299905061722
1997-06-06,AMZN,0.08281300216913223
1997-06-09,AMZN,0.08437500149011612
1997-06-10,AMZN,0.07916700094938278
1997-06-11,AMZN,0.07708299905061722
1997-06-12,AMZN,0.08020800352096558
1997-06-13,AMZN,0.07916700094938278
1997-06-16,AMZN,0.07864599674940109
1997-06-17,AMZN,0.07525999844074249
1997-06-18,AMZN,0.07552099972963333
1997-06-19,AMZN,0.07552099972963333
1997-06-20,AMZN,0.07630199939012527
1997-06-23,AMZN,0.07500000298023224
1997-06-24,AMZN,0.07552099972963333
1997-06-25,AMZN,0.07552099972963333
1997-06-26,AMZN,0.07552099972963333
1997-06-27,AMZN,0.07447899878025055
1997-06-30,AMZN,0.07708299905061722
1997-07-01,AMZN,0.07578100264072418
1997-07-02,AMZN,0.07942699640989304
1997-07-03,AMZN,0.09557300060987473
1997-07-07,AMZN,0.10000000149011612
1997-07-08,AMZN,0.11510399729013443
1997-07-09,AMZN,0.11614599823951721
1997-07-10,AMZN,0.12812499701976776
1997-07-11,AMZN,0.11458300054073334
1997-07-14,AMZN,0.10677099972963333
1997-07-15,AMZN,0.12187500298023224
1997-07-16,AMZN,0.1166670024394989
1997-07-17,AMZN,0.11093799769878387
1997-07-18,AMZN,0.10781300067901611
1997-07-21,AMZN,0.10911499708890915
1997-07-22,AMZN,0.10677099972963333
1997-07-23,AMZN,0.11458300054073334
1997-07-24,AMZN,0.11302100121974945
1997-07-25,AMZN,0.11145800352096558
1997-07-28,AMZN,0.11614599823951721
1997-07-29,AMZN,0.12395799905061722
1997-07-30,AMZN,0.12239599972963333
1997-07-31,AMZN,0.11979199945926666
1997-08-01,AMZN,0.12083300203084946
1997-08-04,AMZN,0.11562500149011612
1997-08-05,AMZN,0.11041700094938278
1997-08-06,AMZN,0.11249999701976776
1997-08-07,AMZN,0.10885400325059891
1997-08-08,AMZN,0.11458300054073334
1997-08-11,AMZN,0.11640600115060806
1997-08-12,AMZN,0.10989599674940109
1997-08-13,AMZN,0.10989599674940109
1997-08-14,AMZN,0.10781300067901611
1997-08-15,AMZN,0.10572899878025055
1997-08-18,AMZN,0.1020829975605011
1997-08-19,AMZN,0.10833299905061722
1997-08-20,AMZN,0.10833299905061722
1997-08-21,AMZN,0.10572899878025055
1997-08-22,AMZN,0.10625000298023224
1997-08-25,AMZN,0.11093799769878387
1997-08-26,AMZN,0.1171879991889
1997-08-27,AMZN,0.11588499695062637
1997-08-28,AMZN,0.11874999850988388
1997-08-29,AMZN,0.11692699790000916
1997-09-02,AMZN,0.1177079975605011
1997-09-03,AMZN,0.1166670024394989
1997-09-04,AMZN,0.12760399281978607
1997-09-05,AMZN,0.125
1997-09-08,AMZN,0.15000000596046448
1997-09-09,AMZN,0.16197900474071503
1997-09-10,AMZN,0.1651040017604828
1997-09-11,AMZN,0.15781299769878387
1997-09-12,AMZN,0.18437500298023224
1997-09-15,AMZN,0.1546880006790161
1997-09-16,AMZN,0.16770799458026886
1997-09-17,AMZN,0.1703130006790161
1997-09-18,AMZN,0.1645829975605011
1997-09-19,AMZN,0.19739599525928497
1997-09-22,AMZN,0.22499999403953552
1997-09-23,AMZN,0.23125000298023224
1997-09-24,AMZN,0.21875
1997-09-25,AMZN,0.20390599966049194
1997-09-26,AMZN,0.20833300054073334
1997-09-29,AMZN,0.20208300650119781
1997-09-30,AMZN,0.21692700684070587
1997-10-01,AMZN,0.20104199647903442
1997-10-02,AMZN,0.20052100718021393
1997-10-03,AMZN,0.20078100264072418
1997-10-06,AMZN,0.20624999701976776
1997-10-07,AMZN,0.20286500453948975
1997-10-08,AMZN,0.2002599984407425
1997-10-09,AMZN,0.1875
1997-10-10,AMZN,0.19505199790000916
1997-10-13,AMZN,0.20000000298023224
1997-10-14,AMZN,0.19895799458026886
1997-10-15,AMZN,0.19609400629997253
1997-10-16,AMZN,0.18125000596046448
1997-10-17,AMZN,0.18125000596046448
1997-10-20,AMZN,0.19114600121974945
1997-10-21,AMZN,0.22135399281978607
1997-10-22,AMZN,0.2260420024394989
1997-10-23,AMZN,0.22499999403953552
1997-10-24,AMZN,0.25130200386047363
1997-10-27,AMZN,0.21354199945926666
1997-10-28,AMZN,0.24739600718021393
1997-10-29,AMZN,0.2695310115814209
1997-10-30,AMZN,0.2562499940395355
1997-10-31,AMZN,0.25416699051856995
1997-11-03,AMZN,0.25364598631858826
1997-11-04,AMZN,0.24791699647903442
1997-11-05,AMZN,0.24375000596046448
1997-11-06,AMZN,0.23307299613952637
1997-11-07,AMZN,0.22395800054073334
1997-11-10,AMZN,0.2104170024394989
1997-11-11,AMZN,0.19739599525928497
1997-11-12,AMZN,0.18854199349880219
1997-11-13,AMZN,0.19296899437904358
1997-11-14,AMZN,0.20833300054073334
1997-11-17,AMZN,0.21875
1997-11-18,AMZN,0.22083300352096558
1997-11-19,AMZN,0.2255209982395172
1997-11-20,AMZN,0.22916699945926666
1997-11-21,AMZN,0.22447900474071503
1997-11-24,AMZN,0.2114579975605011
1997-11-25,AMZN,0.21015599370002747
1997-11-26,AMZN,0.21302099525928497
1997-11-28,AMZN,0.20624999701976776
1997-12-01,AMZN,0.21354199945926666
1997-12-02,AMZN,0.21171900629997253
1997-12-03,AMZN,0.2182289958000183
1997-12-04,AMZN,0.22499999403953552
1997-12-05,AMZN,0.22968800365924835
1997-12-08,AMZN,0.23541699349880219
1997-12-09,AMZN,0.234375
1997-12-10,AMZN,0.2255209982395172
1997-12-11,AMZN,0.234375
1997-12-12,AMZN,0.2270829975605011
1997-12-15,AMZN,0.22916699945926666
1997-12-16,AMZN,0.22291700541973114
1997-12-17,AMZN,0.21953099966049194
1997-12-18,AMZN,0.21458299458026886
1997-12-19,AMZN,0.22499999403953552
1997-12-22,AMZN,0.2348960041999817
1997-12-23,AMZN,0.23125000298023224
1997-12-24,AMZN,0.23020799458026886
1997-12-26,AMZN,0.2260420024394989
1997-12-29,AMZN,0.23749999701976776
1997-12-30,AMZN,0.24244800209999084
1997-12-31,AMZN,0.2510420083999634
1998-01-02,AMZN,0.24791699647903442
1998-01-05,AMZN,0.23749999701976776
1998-01-06,AMZN,0.24192699790000916
1998-01-07,AMZN,0.23906299471855164
1998-01-08,AMZN,0.23072899878025055
1998-01-09,AMZN,0.21302099525928497
1998-01-12,AMZN,0.21510399878025055
1998-01-13,AMZN,0.23229199647903442
1998-01-14,AMZN,0.24375000596046448
1998-01-15,AMZN,0.24765600264072418
1998-01-16,AMZN,0.23958300054073334
1998-01-20,AMZN,0.24765600264072418
1998-01-21,AMZN,0.25364598631858826
1998-01-22,AMZN,0.2567709982395172
1998-01-23,AMZN,0.24687500298023224
1998-01-26,AMZN,0.24062499403953552
1998-01-27,AMZN,0.23749999701976776
1998-01-28,AMZN,0.23854200541973114
1998-01-29,AMZN,0.24791699647903442
1998-01-30,AMZN,0.24583299458026886
1998-02-02,AMZN,0.25989601016044617
1998-02-03,AMZN,0.25755199790000916
1998-02-04,AMZN,0.25312501192092896
1998-02-05,AMZN,0.24687500298023224
1998-02-06,AMZN,0.24531300365924835
1998-02-09,AMZN,0.2427079975605011
1998-02-10,AMZN,0.2651039958000183
1998-02-11,AMZN,0.2645829916000366
1998-02-12,AMZN,0.26302099227905273
1998-02-13,AMZN,0.2593750059604645
1998-02-17,AMZN,0.2572920024394989
1998-02-18,AMZN,0.25364598631858826
1998-02-19,AMZN,0.26145800948143005
1998-02-20,AMZN,0.2635419964790344
1998-02-23,AMZN,0.27031299471855164
1998-02-24,AMZN,0.27031299471855164
1998-02-25,AMZN,0.2744790017604828
1998-02-26,AMZN,0.3031249940395355
1998-02-27,AMZN,0.3208329975605011
1998-03-02,AMZN,0.31770798563957214
1998-03-03,AMZN,0.2989580035209656
1998-03-04,AMZN,0.3059900104999542
1998-03-05,AMZN,0.3125
1998-03-06,AMZN,0.3197920024394989
1998-03-09,AMZN,0.34791699051856995
1998-03-10,AMZN,0.3462890088558197
1998-03-11,AMZN,0.33177098631858826
1998-03-12,AMZN,0.3270829916000366
1998-03-13,AMZN,0.32786500453948975
1998-03-16,AMZN,0.3291670083999634
1998-03-17,AMZN,0.33281299471855164
1998-03-18,AMZN,0.3554689884185791
1998-03-19,AMZN,0.3499999940395355
1998-03-20,AMZN,0.3499999940395355
1998-03-23,AMZN,0.3492189943790436
1998-03-24,AMZN,0.3510420024394989
1998-03-25,AMZN,0.3403649926185608
1998-03-26,AMZN,0.3447920083999634
1998-03-27,AMZN,0.35416701436042786
1998-03-30,AMZN,0.3578130006790161
1998-03-31,AMZN,0.35637998580932617
1998-04-01,AMZN,0.3755210041999817
1998-04-02,AMZN,0.3960939943790436
1998-04-03,AMZN,0.38749998807907104
1998-04-06,AMZN,0.36927101016044617
1998-04-07,AMZN,0.3583329916000366
1998-04-08,AMZN,0.36927101016044617
1998-04-09,AMZN,0.3968749940395355
1998-04-13,AMZN,0.392969012260437
1998-04-14,AMZN,0.40494799613952637
1998-04-15,AMZN,0.40052101016044617
1998-04-16,AMZN,0.41041699051856995
1998-04-17,AMZN,0.39531299471855164
1998-04-20,AMZN,0.3927080035209656
1998-04-21,AMZN,0.3877600133419037
1998-04-22,AMZN,0.36354199051856995
1998-04-23,AMZN,0.3375000059604645
1998-04-24,AMZN,0.35364601016044617
1998-04-27,AMZN,0.3447920083999634
1998-04-28,AMZN,0.3984380066394806
1998-04-29,AMZN,0.3979170024394989
1998-04-30,AMZN,0.3822920024394989
1998-05-01,AMZN,0.39375001192092896
1998-05-04,AMZN,0.3968749940395355
1998-05-05,AMZN,0.3904950022697449
1998-05-06,AMZN,0.37656301259994507
1998-05-07,AMZN,0.37916699051856995
1998-05-08,AMZN,0.38489601016044617
1998-05-11,AMZN,0.36197900772094727
1998-05-12,AMZN,0.38072898983955383
1998-05-13,AMZN,0.38697901368141174
1998-05-14,AMZN,0.3815099895000458
1998-05-15,AMZN,0.3734380006790161
1998-05-18,AMZN,0.36692699790000916
1998-05-19,AMZN,0.37656301259994507
1998-05-20,AMZN,0.36927101016044617
1998-05-21,AMZN,0.36979201436042786
1998-05-22,AMZN,0.3583329916000366
1998-05-26,AMZN,0.34114599227905273
1998-05-27,AMZN,0.36093801259994507
1998-05-28,AMZN,0.35807299613952637
1998-05-29,AMZN,0.3671880066394806
1998-06-01,AMZN,0.35677099227905273
1998-06-02,AMZN,0.36406299471855164
1998-06-03,AMZN,0.3520829975605011
1998-06-04,AMZN,0.3656249940395355
1998-06-05,AMZN,0.3687500059604645
1998-06-08,AMZN,0.38541701436042786
1998-06-09,AMZN,0.42708298563957214
1998-06-10,AMZN,0.4510419964790344
1998-06-11,AMZN,0.5208330154418945
1998-06-12,AMZN,0.5083330273628235
1998-06-15,AMZN,0.5479170083999634
1998-06-16,AMZN,0.6135420203208923
1998-06-17,AMZN,0.6583330035209656
1998-06-18,AMZN,0.6010419726371765
1998-06-19,AMZN,0.6317710280418396
1998-06-22,AMZN,0.6781250238418579
1998-06-23,AMZN,0.7723960280418396
1998-06-24,AMZN,0.8317710161209106
1998-06-25,AMZN,0.8255209922790527
1998-06-26,AMZN,0.7854170203208923
1998-06-29,AMZN,0.8229169845581055
1998-06-30,AMZN,0.831250011920929
1998-07-01,AMZN,0.9510419964790344
1998-07-02,AMZN,1.0333329439163208
1998-07-06,AMZN,1.162500023841858
1998-07-07,AMZN,1.0177079439163208
1998-07-08,AMZN,0.8927080035209656
1998-07-09,AMZN,0.8791670203208923
1998-07-10,AMZN,0.8291670083999634
1998-07-13,AMZN,0.8968750238418579
1998-07-14,AMZN,0.9583330154418945
1998-07-15,AMZN,0.9375
1998-07-16,AMZN,0.9447919726371765
1998-07-17,AMZN,0.9984380006790161
1998-07-20,AMZN,1.1458330154418945
1998-07-21,AMZN,1.1005209684371948
1998-07-22,AMZN,1.1166670322418213
1998-07-23,AMZN,1.0635420083999634
1998-07-24,AMZN,1.0354169607162476
1998-07-27,AMZN,1.046354055404663
1998-07-28,AMZN,0.9911460280418396
1998-07-29,AMZN,0.8984379768371582
1998-07-30,AMZN,0.9479169845581055
1998-07-31,AMZN,0.9239580035209656
1998-08-03,AMZN,0.9020829796791077
1998-08-04,AMZN,0.9156249761581421
1998-08-05,AMZN,0.8848959803581238
1998-08-06,AMZN,0.9125000238418579
1998-08-07,AMZN,0.9666669964790344
1998-08-10,AMZN,1.0135420560836792
1998-08-11,AMZN,1.0333329439163208
1998-08-12,AMZN,1.0864579677581787
1998-08-13,AMZN,1.0625
1998-08-14,AMZN,1.0229170322418213
1998-08-17,AMZN,0.9973959922790527
