,ticker,adjclose
2014-10-31,ARKG,18.61225128173828
2014-11-03,ARKG,18.584470748901367
2014-11-04,ARKG,18.56595230102539
2014-11-05,ARKG,18.54743194580078
2014-11-06,ARKG,18.285375595092773
2014-11-07,ARKG,18.195558547973633
2014-11-10,ARKG,18.427053451538086
2014-11-11,ARKG,18.445575714111328
2014-11-12,ARKG,18.50113296508789
2014-11-13,ARKG,18.510393142700195
2014-11-14,ARKG,18.315935134887695
2014-11-17,ARKG,18.29741668701172
2014-11-18,ARKG,18.575210571289062
2014-11-19,ARKG,18.445575714111328
2014-11-20,ARKG,18.408531188964844
2014-11-21,ARKG,18.54743194580078
2014-11-24,ARKG,18.695589065551758
2014-11-25,ARKG,18.72336769104004
2014-11-26,ARKG,18.714107513427734
2014-11-28,ARKG,18.988201141357422
2014-12-01,ARKG,18.67706871032715
2014-12-02,ARKG,18.732627868652344
2014-12-03,ARKG,18.825223922729492
2014-12-04,ARKG,18.843746185302734
2014-12-05,ARKG,18.99190330505371
2014-12-08,ARKG,18.98264503479004
2014-12-09,ARKG,19.315998077392578
2014-12-10,ARKG,19.14931869506836
2014-12-11,ARKG,19.130800247192383
2014-12-12,ARKG,19.14006233215332
2014-12-15,ARKG,18.778928756713867
2014-12-16,ARKG,18.575210571289062
2014-12-17,ARKG,18.728923797607422
2014-12-18,ARKG,19.575271606445312
2014-12-19,ARKG,19.788249969482422
2014-12-22,ARKG,19.97344398498535
2014-12-23,ARKG,19.519712448120117
2014-12-24,ARKG,19.63638687133789
2014-12-26,ARKG,19.871585845947266
2014-12-29,ARKG,19.880844116210938
2014-12-30,ARKG,19.686391830444336
2014-12-31,ARKG,19.65860939025879
2015-01-02,ARKG,19.72342872619629
2015-01-05,ARKG,19.65860939025879
2015-01-06,ARKG,19.431743621826172
2015-01-07,ARKG,19.70490837097168
2015-01-08,ARKG,20.001222610473633
2015-01-09,ARKG,20.121599197387695
2015-01-12,ARKG,20.913314819335938
2015-01-13,ARKG,20.704971313476562
2015-01-14,ARKG,20.895721435546875
2015-01-15,ARKG,20.399396896362305
2015-01-16,ARKG,20.621631622314453
2015-01-20,ARKG,21.029064178466797
2015-01-21,ARKG,20.575332641601562
2015-01-22,ARKG,20.742008209228516
2015-01-23,ARKG,20.83460807800293
2015-01-26,ARKG,20.971654891967773
2015-01-27,ARKG,20.979990005493164
2015-01-28,ARKG,20.621631622314453
2015-01-29,ARKG,20.862388610839844
2015-01-30,ARKG,20.853130340576172
2015-02-02,ARKG,20.482736587524414
2015-02-03,ARKG,20.73830795288086
2015-02-04,ARKG,20.501253128051758
2015-02-05,ARKG,20.87165069580078
2015-02-06,ARKG,20.811460494995117
2015-02-09,ARKG,20.554962158203125
2015-02-10,ARKG,20.825347900390625
2015-02-11,ARKG,20.91424560546875
2015-02-12,ARKG,21.043880462646484
2015-02-13,ARKG,21.112403869628906
2015-02-17,ARKG,21.46335220336914
2015-02-18,ARKG,21.399459838867188
2015-02-19,ARKG,21.534652709960938
2015-02-20,ARKG,21.65873146057129
2015-02-23,ARKG,21.6772518157959
2015-02-24,ARKG,21.43279266357422
2015-02-25,ARKG,21.63095474243164
2015-02-26,ARKG,21.714290618896484
2015-02-27,ARKG,21.529094696044922
2015-03-02,ARKG,21.65873146057129
2015-03-03,ARKG,21.376306533813477
2015-03-04,ARKG,21.34389877319336
2015-03-05,ARKG,21.63095474243164
2015-03-06,ARKG,21.330934524536133
2015-03-09,ARKG,21.283710479736328
2015-03-10,ARKG,21.183704376220703
2015-03-11,ARKG,21.177221298217773
2015-03-12,ARKG,21.316118240356445
2015-03-13,ARKG,21.171667098999023
2015-03-16,ARKG,21.566137313842773
2015-03-17,ARKG,21.593914031982422
2015-03-18,ARKG,21.760591506958008
2015-03-19,ARKG,22.2004337310791
2015-03-20,ARKG,22.112462997436523
2015-03-23,ARKG,21.774478912353516
2015-03-24,ARKG,21.61243438720703
2015-03-25,ARKG,20.880905151367188
2015-03-26,ARKG,20.774417877197266
2015-03-27,ARKG,20.954984664916992
2015-03-30,ARKG,21.269819259643555
2015-03-31,ARKG,21.079069137573242
2015-04-01,ARKG,20.760528564453125
2015-04-02,ARKG,20.70682144165039
2015-04-06,ARKG,21.01054573059082
2015-04-07,ARKG,21.223520278930664
2015-04-08,ARKG,21.29759979248047
2015-04-09,ARKG,21.356863021850586
2015-04-10,ARKG,21.58280372619629
2015-04-13,ARKG,21.679105758666992
